Individual{TOC=13073.280141495028, NV=67}
Individual{TOC=13351.876863483547, NV=63}
Individual{TOC=14066.416320416613, NV=55}
Individual{TOC=13650.882647512599, NV=56}
Individual{TOC=15024.627509006626, NV=47}
Individual{TOC=14626.791396341416, NV=48}
Individual{TOC=15587.237996279056, NV=39}
Individual{TOC=15184.744789357406, NV=45}
Individual{TOC=15202.196973586148, NV=44}
Individual{TOC=15570.238324270154, NV=41}
Individual{TOC=15764.549892447798, NV=35}
Individual{TOC=15786.621000898966, NV=34}
Individual{TOC=15763.141795681899, NV=36}
Individual{TOC=15960.474201886269, NV=31}
Individual{TOC=15880.755568261002, NV=32}
Individual{TOC=15539.652569522375, NV=42}
Individual{TOC=15687.902036165804, NV=37}
