Individual{TOC=15454.539346652171, NV=100}
Individual{TOC=15488.297610898115, NV=98}
Individual{TOC=15575.989161448251, NV=87}
Individual{TOC=15632.265852947754, NV=86}
Individual{TOC=15648.31863544689, NV=83}
Individual{TOC=15771.103749674645, NV=82}
Individual{TOC=15795.000546846497, NV=80}
Individual{TOC=15843.018040539488, NV=77}
Individual{TOC=15919.526960315723, NV=74}
Individual{TOC=16013.376913941718, NV=73}
Individual{TOC=16088.551254145666, NV=72}
Individual{TOC=16090.02422141543, NV=70}
Individual{TOC=16245.836819042457, NV=69}
Individual{TOC=16257.575430105477, NV=68}
Individual{TOC=16475.376556582592, NV=67}
Individual{TOC=16532.585661854388, NV=66}
Individual{TOC=16722.242536365695, NV=65}
Individual{TOC=16873.286030638203, NV=64}
Individual{TOC=16928.95644981679, NV=63}
Individual{TOC=17150.909171114894, NV=62}
Individual{TOC=17190.82684857246, NV=61}
Individual{TOC=17294.429369111087, NV=60}
Individual{TOC=17625.18854067394, NV=59}
Individual{TOC=17793.611426748146, NV=58}
Individual{TOC=18541.61776685796, NV=57}
