Individual{TOC=7953.907876936893, NV=29}
Individual{TOC=9948.039658523541, NV=21}
Individual{TOC=7126.597965285745, NV=48}
Individual{TOC=7151.273740418381, NV=42}
Individual{TOC=8579.283044748328, NV=25}
Individual{TOC=7309.132496342434, NV=37}
Individual{TOC=9267.741632274552, NV=24}
Individual{TOC=13350.729724672328, NV=18}
Individual{TOC=7486.407413827583, NV=32}
Individual{TOC=7296.686022618159, NV=38}
Individual{TOC=11776.023263660507, NV=19}
Individual{TOC=7116.216753975206, NV=49}
Individual{TOC=15584.114389906781, NV=15}
Individual{TOC=7905.537586544689, NV=30}
