Individual{TOC=18599.0797364333, NV=122}
Individual{TOC=18622.802879824358, NV=114}
Individual{TOC=18664.64421998996, NV=113}
Individual{TOC=18767.5684401538, NV=108}
Individual{TOC=18824.986626722148, NV=106}
Individual{TOC=18860.815529404852, NV=104}
Individual{TOC=18868.10694669032, NV=101}
Individual{TOC=18871.523932537955, NV=100}
Individual{TOC=18878.117037520075, NV=99}
Individual{TOC=18953.75809752609, NV=96}
Individual{TOC=19045.758310565478, NV=95}
Individual{TOC=19086.228083890455, NV=93}
Individual{TOC=19098.26276915096, NV=92}
Individual{TOC=19162.04111185464, NV=90}
Individual{TOC=19297.48542958503, NV=89}
Individual{TOC=19327.992998338945, NV=86}
Individual{TOC=19492.83408819264, NV=84}
Individual{TOC=19521.85246094337, NV=83}
Individual{TOC=19592.587615028246, NV=82}
Individual{TOC=19607.79218164238, NV=79}
Individual{TOC=19801.094500762938, NV=77}
Individual{TOC=20036.395953451716, NV=76}
Individual{TOC=20136.49753899044, NV=75}
Individual{TOC=20169.609157095656, NV=74}
Individual{TOC=20204.605872134685, NV=72}
Individual{TOC=20956.481117426905, NV=71}
Individual{TOC=21176.319897456026, NV=70}
Individual{TOC=21456.187395127967, NV=69}
Individual{TOC=21678.89272193729, NV=68}
Individual{TOC=22035.168800105697, NV=66}
