Individual{TOC=17161.66648336777, NV=51}
Individual{TOC=16988.724089412084, NV=52}
Individual{TOC=17820.96822512333, NV=48}
Individual{TOC=15842.5512861112, NV=77}
Individual{TOC=15517.094682970288, NV=83}
Individual{TOC=16260.183227306761, NV=66}
Individual{TOC=15966.666909361586, NV=72}
Individual{TOC=16937.513292460764, NV=53}
Individual{TOC=18460.191001162777, NV=45}
Individual{TOC=18247.644530251215, NV=46}
Individual{TOC=18150.29153115701, NV=47}
Individual{TOC=16103.447823012733, NV=71}
Individual{TOC=15395.898513175269, NV=88}
Individual{TOC=16657.35936138462, NV=57}
Individual{TOC=16625.14795010822, NV=59}
Individual{TOC=18660.561041477577, NV=44}
Individual{TOC=18660.561041477577, NV=44}
Individual{TOC=15559.820145006499, NV=81}
