Individual{TOC=13082.998528585993, NV=66}
Individual{TOC=13120.649655797682, NV=63}
Individual{TOC=13206.134454142648, NV=61}
Individual{TOC=13366.008474776461, NV=59}
Individual{TOC=13397.204985655337, NV=57}
Individual{TOC=13490.33897672348, NV=55}
Individual{TOC=13532.336456313342, NV=54}
Individual{TOC=13663.940452636758, NV=52}
Individual{TOC=13736.963197635385, NV=48}
Individual{TOC=13881.782444328497, NV=47}
Individual{TOC=13911.479704053207, NV=46}
Individual{TOC=14090.190796377661, NV=44}
Individual{TOC=14181.707422543344, NV=42}
Individual{TOC=14306.843694027131, NV=41}
Individual{TOC=14380.171435520497, NV=40}
Individual{TOC=14971.366565518494, NV=39}
